onset	duration	as-Music
57.3	0.975	0.000047523357352474704
57.400000000000006	0.975	0.00002344695349165704
57.5	0.975	0.0009914543479681015
57.6	0.975	0.00038493191823363304
57.7	0.975	0.0022952109575271606
57.800000000000004	0.975	0.0021997299045324326
57.9	0.975	0.0000689052467350848
58.0	0.975	0.00009974752174457535
58.1	0.975	0.00001529910514364019
58.2	0.975	0.00000894230561243603
58.300000000000004	0.975	0.0000007733320899205864
58.4	0.975	0.000008503907338308636
58.5	0.975	0.0005837136995978653
58.6	0.975	0.0000002412850506061659
58.7	0.975	0.0000004877169317296648
58.800000000000004	0.975	0.000012572954801726155
58.9	0.975	0.0000028284987365623238
59.0	0.975	0.0000001756037590894266
59.1	0.975	0.00001311766027356498
59.2	0.975	0.0000030639585020253435
59.300000000000004	0.975	0.0000031751897040521726
59.4	0.975	0.00000020111461651595164
59.5	0.975	0.00000001913633340677734
59.6	0.975	0.0000005281116841615585
59.7	0.975	0.0000006720127316839353
59.800000000000004	0.975	0.00002007904004130978
59.9	0.975	0.00000038708589045199915
60.0	0.975	0.0000004865239020546142
60.1	0.975	0.00000007577146021731096
60.2	0.975	0.0000000012296259566113577
60.300000000000004	0.975	0.0000002339105833470967
60.4	0.975	0.000000011074837935609594
60.5	0.975	0.00000000013697931677825181
60.6	0.975	0.00000003578535157089391
60.7	0.975	0.0000000002201946264213106
60.800000000000004	0.975	0.00000001567998886287114
60.9	0.975	0.000000013293785627865873
61.0	0.975	0.0000018934198351416853
61.1	0.975	0.00000001674036020915537
61.2	0.975	0.000000038814487623994864
61.300000000000004	0.975	0.000000009488506869104185
61.4	0.975	0.000000015308204481812027
61.5	0.975	0.00000006614062186827141
61.6	0.975	0.0000003986928902577347
61.7	0.975	0.0000014018432921147905
61.800000000000004	0.975	0.00000012047163977513264
61.9	0.975	0.00000036242528267393936
62.0	0.975	0.000000605048910529149
62.1	0.975	0.00000015856809909564618
62.2	0.975	0.000000019019418928678533
62.300000000000004	0.975	0.00000002304174095968392
62.4	0.975	0.0000008045131494327507
62.5	0.975	0.000009224058885592967
62.6	0.975	0.0000026079758299601963
62.7	0.975	0.0000027690518891176907
62.800000000000004	0.975	0.0000473341133329086
62.9	0.975	0.00014417129568755627
63.0	0.975	0.0002995752147398889
63.1	0.975	0.00012586113007273525
63.2	0.975	0.0007901418721303344
63.300000000000004	0.975	0.0010775636183097959
63.4	0.975	0.007608634419739246
63.5	0.975	0.0
63.6	0.975	0.0
63.7	0.975	0.00034758762922137976
63.800000000000004	0.975	0.0007719650166109204
63.900000000000006	0.975	0.0038767573423683643
64.0	0.975	0.0039906310848891735
64.1	0.975	0.0011257263831794262
64.2	0.975	0.0014491644687950611
64.30000000000001	0.975	0.00033821872784756124
64.4	0.975	0.0002467905869707465
64.5	0.975	0.00004613478449755348
64.6	0.975	0.0003244086401537061
64.7	0.975	0.0006449460051953793
64.80000000000001	0.975	0.0019193480256944895
64.9	0.975	0.0008720604819245636
65.0	0.975	0.0003402169968467206
65.1	0.975	0.0005807968555018306
65.2	0.975	0.000828872958663851
65.30000000000001	0.975	0.0003949480305891484
65.4	0.975	0.0009295403142459691
65.5	0.975	0.00030632922425866127
65.6	0.975	0.002296509686857462
65.7	0.975	0.003498753998428583
65.80000000000001	0.975	0.002280829707160592
65.9	0.975	0.000507923832628876
66.0	0.975	0.0006754760979674757
66.1	0.975	0.0003409222117625177
66.2	0.975	0.00024859339464455843
66.30000000000001	0.975	0.00003347657184349373
66.4	0.975	0.00015129621897358447
66.5	0.975	0.00008181852899724618
66.6	0.975	0.0002428852312732488
66.7	0.975	0.000518440327141434
66.80000000000001	0.975	0.00026677479036152363
66.9	0.975	0.000047032066504471004
67.0	0.975	0.00019007666560355574
67.1	0.975	0.0008857884095050395
67.2	0.975	0.000045468877942766994
67.30000000000001	0.975	0.0003014791291207075
67.4	0.975	0.0008147128974087536
67.5	0.975	0.00029210434877313673
67.6	0.975	0.00011530891060829163
67.7	0.975	0.000046033619582885876
67.80000000000001	0.975	0.0002312672877451405
67.9	0.975	0.00002602770291559864
68.0	0.975	0.0001054928288795054
68.1	0.975	0.0014065055875107646
68.2	0.975	0.000006100012797105592
68.30000000000001	0.975	0.00011392514716135338
68.4	0.975	0.00001742936910886783
68.5	0.975	0.00004608140807249583
68.6	0.975	0.000006977750672376715
68.7	0.975	0.00011007780267391354
68.80000000000001	0.975	0.00006601971108466387
68.9	0.975	0.00010627188021317124
69.0	0.975	0.00007220578117994592
69.1	0.975	0.0001628345053177327
69.2	0.975	0.00006731372559443116
69.30000000000001	0.975	0.00014505506260320544
69.4	0.975	0.00007563106919405982
69.5	0.975	0.00006649815622949973
69.6	0.975	0.000016033267456805333
69.7	0.975	0.000008816548870527185
69.80000000000001	0.975	0.000008138303201121744
69.9	0.975	0.00000021921306370131788
70.0	0.975	0.0000008110620797197043
70.1	0.975	0.0000014832999113423284
70.2	0.975	0.000003078779627685435
70.30000000000001	0.975	0.0000008462844789391966
70.4	0.975	0.000001138689071922272
70.5	0.975	0.000002038814727711724
70.6	0.975	0.000001291697344640852
70.7	0.975	0.0000003877228209603345
70.80000000000001	0.975	0.00000006663864837719302
70.9	0.975	0.00000010050425203189661
71.0	0.975	0.00000013502737772341789
71.1	0.975	0.00000036696820870929514
71.2	0.975	0.00000022430992885347223
71.30000000000001	0.975	0.0000006684072104690131
71.4	0.975	0.000000007352595865484091
71.5	0.975	0.000000055090907835619873
71.6	0.975	0.00000011649572684291343
71.7	0.975	0.000000036084326637819686
71.80000000000001	0.975	0.00000027609672770267935
71.9	0.975	0.00000003464699460664633
72.0	0.975	0.00000002351202255113094
72.1	0.975	0.00000008241119786589479
72.2	0.975	0.000028722941351588815
72.30000000000001	0.975	0.00000046705449108230823
72.4	0.975	0.000008696384611539543
72.5	0.975	0.000007016553809080506
72.6	0.975	0.0000005457009706333338
72.7	0.975	0.00003107200245722197
72.80000000000001	0.975	0.00000710855056240689
72.9	0.975	0.00001772742143657524
73.0	0.975	0.000002278238980579772
73.1	0.975	0.000006515094355563633
73.2	0.975	0.00006725424464093521
73.30000000000001	0.975	0.000004449531843420118
73.4	0.975	0.0000008670518809594796
73.5	0.975	0.0000020851246063102735
73.6	0.975	0.000012953627447132021
73.7	0.975	0.0000005566046183957951
73.80000000000001	0.975	0.0000000017682684205766463
73.9	0.975	0.00000017051765155429166
74.0	0.975	0.00000019279329421806324
74.1	0.975	0.000003358417643539724
74.2	0.975	0.0000028873846531496383
74.30000000000001	0.975	0.000007801218089298345
74.4	0.975	0.000027037051040679216
74.5	0.975	0.000010038839718617965
74.6	0.975	0.00004937143967254087
74.7	0.975	0.000002068079311356996
74.80000000000001	0.975	0.000008495031579514034
74.9	0.975	0.00000002189735504032342
75.0	0.975	0.0000007678190740989521
75.1	0.975	0.000002488844984327443
75.2	0.975	0.00004575552520691417
75.30000000000001	0.975	0.0004959212965331972
75.4	0.975	0.008515746332705021
75.5	0.975	0.00020461711392272264
75.6	0.975	0.00016670236072968692
75.7	0.975	0.000024564224077039398
75.80000000000001	0.975	0.00012124092609155923
75.9	0.975	0.00001580179377924651
76.0	0.975	0.000021992254914948717
76.1	0.975	0.000018011443899013102
76.2	0.975	0.0000012410681620167452
76.30000000000001	0.975	0.000012080832675565034
76.4	0.975	0.000005382435574574629
76.5	0.975	0.00006579885666724294
76.6	0.975	0.0001423617941327393
76.7	0.975	0.00008003021503100172
76.80000000000001	0.975	0.000025882878617267124
76.9	0.975	0.00008529987826477736
77.0	0.975	0.0000821056091808714
77.1	0.975	0.0011982996948063374
77.2	0.975	0.0028495206497609615
77.30000000000001	0.975	0.0004703612648881972
77.4	0.975	0.00005196985512156971
77.5	0.975	0.000007751286830171011
77.6	0.975	0.0000001273332372875302
77.7	0.975	0.000002381186277489178
77.80000000000001	0.975	0.000000019002230899900496
77.9	0.975	0.000000033858153614119146
78.0	0.975	0.0000010583427183519234
78.1	0.975	0.0000001403414557898941
78.2	0.975	0.0000003871958824674948
78.30000000000001	0.975	0.00000044247886421544536
78.4	0.975	0.0000003164160773394542
78.5	0.975	0.0000008086554430519755
78.6	0.975	0.0000002393249474152981
78.7	0.975	0.0000003965541850448062
78.80000000000001	0.975	0.0000005802926921205653
78.9	0.975	0.000001579486934133456
79.0	0.975	0.00000007749320474204069
79.1	0.975	0.000000892678883701592
79.2	0.975	0.000000031052685756094434
79.30000000000001	0.975	0.0000058685145631898195
79.4	0.975	0.000004176287802692968
79.5	0.975	0.000014750583432032727
79.6	0.975	0.000009058704563358333
79.7	0.975	0.000000618059516455105
79.80000000000001	0.975	0.0000011696030242092093
79.9	0.975	0.000000010937546868206027
80.0	0.975	0.0000002325284782500603
80.1	0.975	0.000000033240471708495534
80.2	0.975	0.000008031693141674623
80.30000000000001	0.975	0.00000006544291153431914
80.4	0.975	0.00000008496512293731939
80.5	0.975	0.00000003188964825540097
80.6	0.975	0.0000004848615162700298
80.7	0.975	0.0000002913630225975794
80.80000000000001	0.975	0.00008197222632588819
80.9	0.975	0.0000006750335614924552
81.0	0.975	0.000003965934411098715
81.1	0.975	0.000023018974388833158
81.2	0.975	0.00000789096338849049
81.30000000000001	0.975	0.000000050257760619842884
81.4	0.975	0.00000022289802359409805
81.5	0.975	0.00004016782622784376
81.6	0.975	0.000031115738238440827
81.7	0.975	0.000007349518000410171
81.80000000000001	0.975	0.0000003847862330985663
81.9	0.975	0.00001893222361104563
82.0	0.975	0.000006818452675361186
82.1	0.975	0.00006915882113389671
82.2	0.975	0.000023545140720671043
82.30000000000001	0.975	0.00006408536137314513
82.4	0.975	0.00010650399053702131
82.5	0.975	0.00005806861736346036
82.6	0.975	0.00012843379226978868
82.7	0.975	0.0027596228756010532
82.80000000000001	0.975	0.00017626566113904119
82.9	0.975	0.00060742546338588
83.0	0.975	0.0001968311407836154
83.1	0.975	0.0015944434562698007
83.2	0.975	0.0010965503752231598
83.30000000000001	0.975	0.00044307144708000124
83.4	0.975	0.0003313146298751235
83.5	0.975	0.0010863313218578696
83.6	0.975	0.000042354797187726945
83.7	0.975	0.00006570743425982073
83.80000000000001	0.975	0.00023928339942358434
83.9	0.975	0.00003022912824235391
84.0	0.975	0.0002899863466154784
84.1	0.975	0.00026282979524694383
84.2	0.975	0.00008605667972005904
84.30000000000001	0.975	0.000008888011507224292
84.4	0.975	0.00000110455243884644
84.5	0.975	0.0000019008613207915914
84.6	0.975	0.000004479104518395616
84.7	0.975	0.0000026817824618774466
84.80000000000001	0.975	0.000009811522431846242
84.9	0.975	0.0000006229575433280843
85.0	0.975	0.00004563086258713156
85.1	0.975	0.0000020449313069548225
85.2	0.975	0.000002236627778984257
85.30000000000001	0.975	0.0000021491703137144214
85.4	0.975	0.000006898187621118268
85.5	0.975	0.000001993326350202551
85.6	0.975	0.0000007906721180006571
85.7	0.975	0.000009863731975201517
85.80000000000001	0.975	0.000028439533707569353
85.9	0.975	0.0000011614677077886881
86.0	0.975	0.00013996681082062423
86.1	0.975	0.0001238973200088367
86.2	0.975	0.000009539922757539898
86.30000000000001	0.975	0.00003739738167496398
86.4	0.975	0.00014970116899348795
86.5	0.975	0.00007420717884087935
86.6	0.975	0.0000010795388334372547
86.7	0.975	0.00007888059917604551
86.80000000000001	0.975	0.00016103613597806543
86.9	0.975	0.00043507444206625223
87.0	0.975	0.0028155550826340914
87.1	0.975	0.0005208919756114483
87.2	0.975	0.00043253519106656313
87.30000000000001	0.975	0.00017324239888694137
87.4	0.975	0.00004067343252245337
87.5	0.975	0.000015105419151950628
87.6	0.975	0.000017443420802010223
87.7	0.975	0.000009951508218364324
87.80000000000001	0.975	0.000002634262273204513
87.9	0.975	0.000012976686775800772
88.0	0.975	0.00003084128911723383
88.1	0.975	0.00006522722105728462
88.2	0.975	0.00008294054714497179
88.30000000000001	0.975	0.000015438959962921217
88.4	0.975	0.000002235680767626036
88.5	0.975	0.0000008821711503514962
88.6	0.975	0.0000013212159046815941
88.7	0.975	0.000033295633329544216
88.80000000000001	0.975	0.00008294031431432813
88.9	0.975	0.00006002160444040783
89.0	0.975	0.000008379168320971075
89.1	0.975	0.000123932768474333
89.2	0.975	0.00022024361533112824
89.30000000000001	0.975	0.00031775710522197187
89.4	0.975	0.0014234287664294243
89.5	0.975	0.000021354786440497264
89.60000000000001	0.975	0.001042764401063323
89.7	0.975	0.0007286177715286613
89.8	0.975	0.0007751882076263428
89.9	0.975	0.0014107608003541827
90.0	0.975	0.00010420935723232105
90.10000000000001	0.975	0.000291479256702587
90.2	0.975	0.0004269646597094834
90.3	0.975	0.00037288983003236353
90.4	0.975	0.0006024686736054718
90.5	0.975	0.00028014337294735014
90.60000000000001	0.975	0.00004473995431908406
90.7	0.975	0.00006725046114297584
90.8	0.975	0.0003353373322170228
90.9	0.975	0.00023755236179567873
91.0	0.975	0.00046623125672340393
91.10000000000001	0.975	0.0002567495102994144
91.2	0.975	0.00028684368589892983
91.3	0.975	0.00022085658565629274
91.4	0.975	0.00042226447840221226
91.5	0.975	0.0001464800297981128
91.60000000000001	0.975	0.00011884178820764646
91.7	0.975	0.00015924058970995247
91.8	0.975	0.0000839650456327945
91.9	0.975	0.000002045387645921437
92.0	0.975	0.0000005339314270713658
92.10000000000001	0.975	0.00001667395372351166
92.2	0.975	0.000011985277524217963
92.3	0.975	0.0000075832554102817085
92.4	0.975	0.00009580823825672269
92.5	0.975	0.00006691818998660892
92.60000000000001	0.975	0.00003732274126377888
92.7	0.975	0.000005862472789885942
92.8	0.975	0.000034815493563655764
92.9	0.975	0.00000038560509096896567
93.0	0.975	0.0000006559468488376297
93.10000000000001	0.975	0.00007639885734533891
93.2	0.975	0.00004721717050415464
93.3	0.975	0.00014861795352771878
93.4	0.975	0.000022393924155039713
93.5	0.975	0.00000020382051957312797
93.60000000000001	0.975	0.00000021554933482548222
93.7	0.975	0.0000006692293936794158
93.8	0.975	0.00000006042191813548925
93.9	0.975	0.0000002822702924731857
94.0	0.975	0.00000008127137363089787
94.10000000000001	0.975	0.00000017243932859400957
94.2	0.975	0.000016851619875524193
94.3	0.975	0.0000016455497870992986
94.4	0.975	0.00003197802652721293
94.5	0.975	0.000006531137387355557
94.60000000000001	0.975	0.000005845629857503809
94.7	0.975	0.00000033120264220087847
94.8	0.975	0.000008688002708368003
94.9	0.975	0.000006591545570699964
95.0	0.975	0.00000773685587773798
95.10000000000001	0.975	0.0004221147682983428
95.2	0.975	0.0000013576523087976966
95.3	0.975	0.00002604573091957718
95.4	0.975	0.0000021814457795699127
95.5	0.975	0.0010882159695029259
95.60000000000001	0.975	0.0000167068064911291
95.7	0.975	0.000007440832632710226
95.8	0.975	0.0000004319012703035696
95.9	0.975	0.0000009169726240543241
96.0	0.975	0.00000047466025421272207
96.10000000000001	0.975	0.00003421807195991278
96.2	0.975	0.000026937375878333114
96.3	0.975	0.000017457899957662448
96.4	0.975	0.000026584813895169646
96.5	0.975	0.0018153205746784806
96.60000000000001	0.975	0.00266250385902822
96.7	0.975	0.000013165785276214592
96.8	0.975	0.00005790162686025724
96.9	0.975	0.0000017768419411368086
97.0	0.975	0.00002392081660218537
97.10000000000001	0.975	0.0000365312080248259
97.2	0.975	0.00005809520371258259
97.3	0.975	0.000047685509343864396
97.4	0.975	0.0002399303630227223
97.5	0.975	0.000019560568034648895
97.60000000000001	0.975	0.00005637887807097286
97.7	0.975	0.000002712600007725996
97.8	0.975	0.0000027338646759744734
97.9	0.975	0.0000010002650014939718
98.0	0.975	0.0000015255628795785015
98.10000000000001	0.975	0.00001641459130041767
98.2	0.975	0.000013082355508231558
98.3	0.975	0.0000008597295391155058
98.4	0.975	0.0000005709333663617144
98.5	0.975	0.0000070125734055181965
98.60000000000001	0.975	0.00000005407957814895781
98.7	0.975	0.00000031081552265277423
98.8	0.975	0.000004881286713498412
98.9	0.975	0.00000039942358398548095
99.0	0.975	0.00000015500052086281357
