onset	duration	speech
72.422	0.30100000000000016	1
72.723	0.39899999999999997	1
73.122	0.18100000000000005	1
73.782	0.13100000000000026	1
73.913	0.33999999999999986	1
74.253	0.39000000000000057	1
74.643	1.7399999999999984	1
76.383	0.23000000000000045	1
76.68299999999999	0.22000000000000064	1
76.90299999999999	0.35999999999999943	1
77.263	0.9399999999999996	1
80.593	0.07000000000000027	1
80.663	0.4800000000000004	1
81.143	0.4899999999999984	1
81.633	0.23000000000000045	1
81.863	0.5899999999999999	1
82.453	0.10000000000000142	1
82.553	0.09999999999999787	1
82.65299999999999	0.3500000000000014	1
83.003	0.6000000000000014	1
83.693	0.11999999999999746	1
83.813	0.14000000000000054	1
84.103	0.14999999999999858	1
84.353	0.13999999999999702	1
84.633	0.4000000000000021	1
86.998	0.2389999999999972	1
87.237	0.3610000000000007	1
88.628	0.129999999999999	1
88.75800000000001	0.3100000000000023	1
89.068	0.5	1
89.568	0.6600000000000001	1
90.678	0.14000000000000054	1
94.033	0.0799999999999983	1
94.113	0.33999999999999986	1
94.453	0.10000000000000142	1
94.602	0.16000000000000014	1
94.762	0.3999999999999986	1
95.162	0.11100000000000064	1
95.273	0.9600000000000009	1
96.343	0.629999999999999	1
97.028	0.17999999999999972	1
97.208	0.060000000000002274	1
97.268	0.05999999999999873	1
97.328	0.29900000000000304	1
97.627	0.0899999999999963	1
97.768	1.2699999999999958	1
101.233	0.029000000000003467	1
101.262	0.3310000000000031	1
101.593	0.75	1
102.343	0.1699999999999946	1
102.513	0.20000000000000284	1
102.713	0.25	1
103.423	0.4099999999999966	1
103.833	0.030000000000001137	1
103.863	0.38000000000000256	1
108.253	0.18999999999999773	1
109.88300000000001	0.1699999999999946	1
113.053	0.38000000000000256	1
190.753	0.230000000000004	1
190.983	0.25900000000000034	1
191.24200000000002	0.14099999999999113	1
191.38299999999998	0.30000000000001137	1
191.683	0.04899999999999238	1
191.73200000000003	0.4710000000000037	1
192.223	0.2600000000000051	1
192.483	0.28000000000000114	1
194.493	0.09000000000000341	1
194.583	1.0999999999999943	1
195.683	0.6100000000000136	1
196.382	0.5109999999999957	1
196.893	0.6800000000000068	1
198.07299999999998	0.13999999999998636	1
198.213	0.3790000000000191	1
198.592	0.6209999999999809	1
199.213	0.12999999999999545	1
199.343	0.6400000000000148	1
199.983	0.15000000000000568	1
200.13299999999998	0.6199999999999761	1
200.753	0.410000000000025	1
201.553	1.009999999999991	1
203.838	0.14000000000001478	1
203.97799999999998	0.5889999999999986	1
204.567	0.1209999999999809	1
204.688	0.2400000000000091	1
204.928	0.4099999999999966	1
205.338	0.12999999999999545	1
205.468	0.6200000000000045	1
207.273	0.09000000000000341	1
207.852	0.42099999999999227	1
208.363	0.5389999999999873	1
208.90200000000002	1.5410000000000252	1
210.44299999999998	0.1799999999999784	1
210.623	0.4699999999999989	1
211.093	1.0400000000000205	1
212.433	0.2600000000000193	1
212.69299999999998	0.13999999999998636	1
214.018	0.18999999999999773	1
214.208	0.6800000000000068	1
214.888	0.09999999999999433	1
215.128	0.2300000000000182	1
216.623	0.18900000000002135	1
